tranche,zincid,SMILES
H23P210,ZINCnr00000r2f8y,C[C@H](CN=[N+]=[N-])NC(=O)C(C)(C)CN(C)C(=O)C12CC(F)(C1)C2
H23P300,ZINCnA000003KAdd,CC(C)C[C@@H](CN=c1[nH]c(Cl)ncc1Cl)NC(=O)c1cnoc1
H23P050,ZINCnb00000gEhNl,CCCC[C@@H](O)C(=O)NC[C@@H]1C[C@H]1CNC(=O)c1ccnnc1
H24M000,ZINCo5000002053o,COC[C@@H](O)C(=O)NC[C@@H]1CC(C)(C)CN1C(=O)Cc1nncs1
H25P160,ZINCpm00000SOeJE,O=C(NC/C=C/CC(=O)N1Cc2cccc(O)c2C1)[C@H]1CC=CCO1
H22P290,ZINCmz00000azjLc,Cc1nc(Br)c(C(=O)N(C)C2CCN(C(=O)C(C)C)CC2)s1
H25M100,ZINCp400002sYBRY,COC(=O)[C@]1(C)C[C@H](NC(=O)[C@H]2CCN(C(=O)CNC=O)C[C@H]2O)C1
H24M000,ZINCo500000204GP,COC[C@@H](O)C(=O)NC[C@@H](C)NC(=O)c1cc(O)nc(C2CC2)c1
H24P150,ZINCol00000op9rX,Cc1cnc(CNC(=O)[C@H]2CCN2C(=O)C2CC3(CCC3)C2)cn1
H23P050,ZINCnb00000gEf1t,CCCCN=C(NC[C@H]1CCCO1)NC1CC(CS(N)(=O)=O)C1
H25P300,ZINCpA00000O4g89,CCc1cc(CN(C[C@]2(F)CCOC2)C(=O)/C=C/[C@@H](C)CC)n(C)n1
H23P240,ZINCnu00000r2f8N,C[C@H](CN=[N+]=[N-])NC(=O)CC[C@@H](C)NC(=O)c1ccc(Cl)cn1
H25P210,ZINCpr000002rHze,CCn1cc(Cl)c(C(=O)NC2CN(C(=O)CC3CC(C(F)F)C3)C2)n1
H25P230,ZINCpt000003jo1e,O=C(Cc1ccoc1)N1CC(F)(F)C[C@@H]1CNC(=O)C1(C2CC2)CC1
H23P210,ZINCnr00000r2f8H,C[C@H](CN=[N+]=[N-])NC(=O)CC(C)(C)NC(=O)CCc1nccs1
H24P260,ZINCow000007IWQF,Cc1ccoc1C(=O)NC[C@@H]1CCCC[C@@H]1NC(=O)CCCC#N
H25P040,ZINCpa00000VW6FZ,C[C@H]1CNc2c(cccc2C(=O)NCCNC(=O)[C@H]2CCC(=O)N2)C1
H21P100,ZINClg00001bPvhn,CN(C)C(=O)C(C)(C)CNC(=O)NCC1(O)CCCCC1
H22P290,ZINCmz00000azjLf,Cc1nc(Br)c(C(=O)N(C)CCCNC(=O)CCC2CC2)s1
H23P120,ZINCni00000I6oCY,CC(C)C#CC(=O)N1C[C@@H](NC(=O)c2nn(C)cc2I)[C@H](C)C1
H20P040,ZINCka00001bPvht,CN(C)C(=O)C(C)(C)CNC(=O)NC[C@H]1C[C@H](CO)C1
H23P220,ZINCns00000r2f8Z,C[C@H](CN=[N+]=[N-])NC(=O)C[C@H]1CCCCN1C(=O)[C@H]1C=CCS1
H24P170,ZINCon00000si4fz,CCOC(=O)[C@H]1CC12CCN(c1ccn3ncc(C#N)c3n1)CC2
H25P230,ZINCpt000003jnPK,O=C(Cc1cccs1)NCCOC1CN(C(=O)C=CC2CCCC2)C1
H25P280,ZINCpy00000xCXNw,C[C@@]1(NC(=O)C2CC3(CC(=O)C3)C2)CCCC[C@@H]1C(=O)NC/C=C/Br
H25P210,ZINCpr000002rH6y,CCn1cc(CN(C)c2nnnn2CCO[C@@H]2CCCC[C@@H]2C)cn1
H23P050,ZINCnb00000gEdwG,CCCCCC(=O)N[C@@H]1CCN(C(=O)Cn2ncnn2)C12CC2
H23P050,ZINCnb00000gEeUl,CCCCN=C(NCC[C@]1(C)COCCO1)NCCS(C)(=O)=O
H23P050,ZINCnb00000gEgWZ,CCCC[C@@H](CC)C(=O)NCC1(O)CN(C(=O)C(F)(F)CO)C1
H21P040,ZINCla00001bPvhw,CN(C)C(=O)C(C)(C)CNC(=O)N[C@@H]1CN2CCC1CC2
H25P250,ZINCpv00000xCXND,C[C@@]1(NC(=O)C2CCC2)CCCC[C@H]1C(=O)NCCC1(CO)CCC1
H25M100,ZINCp400000VW6FK,C[C@@H]1CN2CCN1[C@H](C(=O)NCc1ncc(-c3nn[nH]n3)c(=N)[nH]1)C2
H21P220,ZINCls00000g4coa,C[C@H]1CC2(CCN(C(=O)CN3CCCCCC3)CC2)CO1
H25P110,ZINCph00002sYBSy,COC(=O)c1cc(CN2CC3(C(=O)OC)CCC2(C(=O)O)CC3)c[nH]1
H25P140,ZINCpk00000SJ7JD,C=C[C@H](OC)C(=O)N[C@@H]1CCC[C@@H](C(=O)N[C@H]2CC[C@@H](N(C)C)C2)C1
H24P290,ZINCoz00000m13hV,Cn1cncc1[C@@H]1CCCCN1C(=O)c1ccc([C@H]2CCCO2)[nH]1
H24P200,ZINCoq00000mpIBP,CCC(C)(C)CC(=O)N1CCSC[C@H]1C(=O)N[C@@H](C)C1(CO)CC1
H21P110,ZINClh00001bPvgY,CN(C)C(=O)C(C)(C)CNC(=O)[C@@H]1CC(C2CCC2)=NO1
H23P050,ZINCnb00000gEfsg,CCCCOCC(=O)N1C[C@@H](OC)C[C@@H](NC(=O)[C@@H](C)OC)C1
H25P230,ZINCpt000003jnBV,O=C(Cc1ccco1)NC[C@@H]1CCCN1C(=O)[C@H]1C[C@@]2(CC2(F)F)C1
H23P050,ZINCnb00000gEfLw,CCCCOCC(=O)N[C@H]1CC[C@@H](NC(=O)[C@H]2COC(=O)C2)C1
H25M000,ZINCp500000VW6FX,C[C@H]1CN(c2ccccc2)CCN1N1CCn2c(n[nH]c(=O)c2=O)C1
H22P280,ZINCmy000006BXuS,CC1(C)[C@H](C#N)[C@]1(C#N)C(=O)N=c1[nH][nH]c2c(Cl)cccc12
H25P150,ZINCpl00000SOeJk,O=C(NCC#CCCO)[C@H]1CN(C(=O)c2ccccc2)C2(CCC2)C1
H25P230,ZINCpt000003jnKy,O=C(Cc1cccs1)N1CC2(C1)CN(C(=O)C1CC3(C1)CC3(F)F)C2
H24P160,ZINCom00000si4fo,CCOC(=O)[C@@H]1C[C@@]12C[C@@H]2C(=O)NNC(=O)Cc1ccccc1Cl
H25P120,ZINCpi00000SOeJp,O=C(NCCC#CCO)[C@H]1CN(C(=O)[C@@H]2CCCCS2)C[C@@H]1C1CC1
H24P040,ZINCoa00000HLqfK,CC1(C)C[C@H](NC(=O)C(C)(C)NC(=O)[C@H]2CCNC(=O)C2)CCO1
H24P140,ZINCok00000op9rR,Cc1cnc(CNC(=O)[C@@H]2C[C@H](O)CN2Cc2ncccc2C)s1
H24P160,ZINCom00000si4fe,CCOC(=O)[C@@H]1C[C@@]12C[C@@H]2C(=O)NCCOc1ccc(C#N)cc1
H25M000,ZINCp500000VW6FO,C[C@H]1CN2CCN1[C@@H](C(=O)NCCNC(=O)c1cn3ccsc3n1)C2
H24P040,ZINCoa00000HLqge,CC1(C)C[C@H](NC(=O)C[C@H]2C[C@H](F)CN2C(=O)c2nc[nH]n2)CO1
H23P050,ZINCnb00000gEftq,CCCCOCC(=O)N1C[C@@H]2C[C@H]1[C@@H]2NC(=O)c1csc(O)n1
H25P180,ZINCpo00000SOeK9,O=C(NC/C=C/CC(=O)N1CC(c2ncccn2)C1)c1nc(Cl)cs1
H25P060,ZINCpc00002sYBS8,COC(=O)[C@]1(C)C[C@H](NC(=O)N2CC[C@H](CN3CCN(C)CC3)C2)C1
H25P090,ZINCpf00000VW6FC,C[C@@H]1CN2CCN1C[C@H]2C(=O)NCC(C)(C)NC(=O)CC1(C)CCC1
H25P230,ZINCpt000003jnNT,O=C(Cc1cccs1)NC1C[C@@H]2CN(C(=O)c3cccnc3)C[C@H]2C1
H24P160,ZINCom00000si4eY,CCOC(=O)[C@@H]1C[C@]12C[C@H]2C(=O)Nc1cccc(CCC(N)=O)c1
H25P180,ZINCpo00000SOeJs,O=C(NCCCCCO)[C@@H]1CN(C(=O)CSCC(F)F)CC12CCC2
H24P320,ZINCoC00000m13hP,Cn1cncc1[C@@H]1CCCCN1C(=O)[C@@]12CCCCC[C@H]1OCC2
H23P050,ZINCnb00000gEhFn,CCCC[C@@H](O)C(=O)NCC(C)(C)CNC(=O)c1[nH]nnc1C
H24P050,ZINCob00000HLqga,CC1(C)C[C@@H](NC(=O)C[C@@H]2CCCN(C(=O)C(N)=O)CC2)CCO1
H24P280,ZINCoy00000m13hB,Cn1cncc1CCNC(=O)N[C@H]1CCCOc2c(Cl)cccc21
H24P140,ZINCok00000op9s8,CC1(C#N)CCN(C(=O)[C@@H]2CCN(C(=O)C3CCOCC3)C2)CC1
H25P030,ZINCp900000VW6Gf,C[C@@H]1CN=C2NC(C(=O)N3CC(NC(=O)c4ncoc4Br)C3)=NN2C1
H24P210,ZINCor00000mpIBH,CCCCCCC(=O)N1CCSC[C@H]1C(=O)NC[C@H]1CCCN1C
H25P150,ZINCpl00000SOeK7,O=C(NCCCCC(=O)N1CCc2cncnc2C1)[C@H](F)C(F)(F)F
H25P150,ZINCpl00000SOeKm,O=C(NCCCCC(=O)N1CCCCC[C@@H]1CCO)c1ccnnc1
H20P090,ZINCkf00001bPvhl,CN(C)C(=O)C(C)(C)CNC(=O)N[C@]1(C)CCCOC1
H23P300,ZINCnA000003KAdC,CC(C)C[C@@H](CN=c1[nH]cncc1Br)NC(=O)Cc1ccco1
H24P220,ZINCos00000mpIBQ,C=C(C)CCCC(=O)N1CCSC[C@@H]1C(=O)N[C@H](C)C(C)(C)CO
H25P120,ZINCpi00000SOeKh,O=C(NC/C=C/CC(=O)N1CC(CC23CC(C2)C3)C1)c1cnc(O)o1
H25P230,ZINCpt000003jnAP,O=C(Cc1ccco1)NCC=C1CCN(C(=O)[C@H](F)C(F)(F)F)CC1
H25P310,ZINCpB00000O4g81,CCC1CC(CN(C[C@@]2(F)CCCOC2)C(=O)CN2CC(C)(C)C2)C1
H25M000,ZINCp500000VW6FD,C[C@H]1CN2CCN1C[C@H]2C(=O)NCC(C)(C)NC(=O)CCN1CCC1
H25P080,ZINCpe00000VW6F7,C[C@H]1[C@@H](NC(=O)CNC=O)CCN1C(=O)c1cc(Br)c2c(c1)CCO2
H21P320,ZINClC00000g4co5,C[C@H]1CC2(CCN(Cc3sc(N(C)C)nc3Cl)CC2)CO1
H23P050,ZINCnb00000gEh4u,CCCC[C@@H](CNC(=O)[C@@H]1C[C@H]1F)NC(=O)Cc1cn(C)nn1
H25M000,ZINCp500000VW6Fz,C[C@@H]1CN2CCN1C[C@@H]2C(=O)NCC1(NC(=O)CCN2CCC2)CC1
H25P140,ZINCpk00000SOeKl,O=C(NCCCCC(=O)N1CCC(C2(O)CC2)CC1)[C@@H]1CCCOC1
H25P060,ZINCpc00000VW6Ge,C[C@@H]1CN(c2nccnc2C#N)CCN1N1CCn2nc(Br)nc2C1
H24P230,ZINCot00000mpIBG,CCCCCCC(=O)N1CCSC[C@@H]1C(=O)N(C)C[C@@H]1CCOC1
H25P320,ZINCpC00000O4g8a,CCc1cc(CN(C[C@]2(F)CCOC2)C(=O)C[C@H]2C[C@H](SC)C2)on1
H24P080,ZINCoe00000HLqg7,CC1(C)C[C@H](NC(=O)C[C@H]2CCCN2C(=O)CC2OCCO2)CO1
H25P050,ZINCpb00000VW6G0,C[C@@H]1CNc2c(cccc2C(=O)NCCNC(=O)[C@@H](C)S(C)(=O)=O)C1
H18P020,ZINCi800001bPvh3,CN(C)C(=O)C(C)(C)CNC(=O)[C@H]1CCCNC1
H25P310,ZINCpB00000O4g7Y,CCC1CC(CN(C[C@@]2(F)CCCOC2)C(=O)c2cnnc(C)c2)C1
H25P100,ZINCpg00002sYBRR,COC(=O)[C@]1(C)C[C@H](NC(=O)CC2(c3cn(CCC#N)nn3)CC2)C1
H24P110,ZINCoh00000op9s1,Cc1cncc(NC(=O)[C@H]2CCN2C(=O)Cc2c(C)noc2C)n1
H24P190,ZINCop00000si4f7,CCOC(=O)[C@@H]1C[C@]12C[C@H]2C(=O)NCc1cc(OC)ccc1OC
H25M100,ZINCp400000VW6Fa,C[C@H]1[C@@H](NC(=O)CNC(=O)CN(C)C)CCN1C(=O)[C@H]1CCCN1C
H24P170,ZINCon00000si4fn,CCOC(=O)[C@@H]1C[C@]12C[C@@H]2C(=O)NNc1oc(C(C)C)nc1C#N
H24M000,ZINCo500000204mf,COC[C@@H](O)C(=O)NC[C@@H](C)CN(C)C(=O)CCc1cc(C)[nH]n1
H25P130,ZINCpj00000SOeK5,O=C(NCCCCC(=O)N1CCc2ccsc2C1)C(=O)NCC(F)F
H24P300,ZINCoA00000m13hH,Cn1cncc1[C@H]1CCCCN1Cc1nnc(-c2cccs2)n1C
H25M000,ZINCp500000VW6Gg,C[C@@H]1CN=C2NC(C(=O)NCC(=O)N3CCC[C@@H](C(=O)O)C3)=NN2C1
H25M000,ZINCp500002sYBSr,COC(=O)[C@@]1(C)CCN1C(=O)[C@@H]1[C@H]2C[C@H]2CN1C(=O)[C@@H]1CCS1(=O)=O
H25M000,ZINCp500002sYBSw,COC(=O)[C@@]1(C)CCN1C(=O)[C@@H](O)CNC(=O)C(C)(C)[C@H](O)C(C)C
H25P270,ZINCpx00000xCXNN,C[C@]1(NC(=O)c2ccc3c(c2)CC3)C[C@@H](C(=O)NC[C@H]2C=CCC2)C1
H24M000,ZINCo500000204J3,COC[C@@H](O)C(=O)NC[C@@H](C)NC(=O)c1ccnn1CC1CCC1
H23P050,ZINCnb00000gEesN,CCCCC[C@H](O)C(=O)NC[C@@H]1CCN(C(=O)CO)CC1(F)F
H23P050,ZINCnb00000gEhJo,CCCC[C@@H](O)C(=O)NCCNC(=O)/C=C/c1cncc(O)c1
H25M000,ZINCp500000VW6FJ,C[C@H]1CN2CCN1[C@@H](C(=O)N(Cc1ccccn1)Cc1nn[nH]n1)C2
H25P180,ZINCpo00000SOeJw,O=C(NCCCCCO)[C@H](F)CC1CN(C(=O)C[C@H]2C[C@@H]2C2CC2)C1
H24M000,ZINCo5000002051U,COC[C@@H](O)C(=O)NC[C@@H](O)CNC(=O)c1cncc2sccc12
H25P160,ZINCpm00000SOeJf,O=C(NCCC#CCO)[C@H]1[C@H]2CCC[C@H]2CN1C(=O)c1ccoc1Cl
H23P050,ZINCnb00000gEd1N,CCCCCC(=O)N1CC(F)(CNC(=O)c2cnc(O)n2C)C1
H25P140,ZINCpk00000SOeJc,O=C(NCCCCCO)[C@H]1CCN(C(=O)Cc2ccc3c(c2)CC3)C1
H24P170,ZINCon00000si4fc,CCOC(=O)[C@@H]1C[C@]12C[C@@H]2C(=O)NCCOc1ccccc1OC
H25M000,ZINCp500002sYBSu,COC(=O)[C@]1(C)CCN1C(=O)[C@H](C)[C@@H](C)NC(=O)c1cnnc(O)c1
H20P070,ZINCkd00001bPvgC,CN(C)C(=O)C(C)(C)CN[C@@H]1CCO[C@@H](CC(=O)O)C1
H25P230,ZINCpt000003jnJE,O=C(Cc1cccs1)C(=O)N1CC=C[C@H](NC(=O)c2ccc(Cl)o2)C1
H23P050,ZINCnb00000gEdsp,CCCCCC(=O)NC[C@H]1C=CCN1C(=O)CCn1cnnn1
H25P120,ZINCpi00000SOeJy,O=C(NC/C=C/CC(=O)N1CC2(C1)CC1(CCC1)C2)[C@@H]1COCCO1
H25P190,ZINCpp00000SJ7JO,CC[C@H](OC)C(=O)N[C@H]1CCC[C@H](NC(=O)[C@H]2CC3(CCO2)CC3)C1
